customerkey,gender,city,state,country,continent,age
68000,Male,CANNING CREEK,Queensland,Australia,Australia,50
68082,Female,CROYDON PARK,New South Wales,Australia,Australia,48
68537,Male,MARMOR,Queensland,Australia,Australia,46
68745,Female,SASSAFRAS,Victoria,Australia,Australia,81
68882,Male,YIMBUN,Queensland,Australia,Australia,29
69066,Female,FARINA,South Australia,Australia,Australia,34
69280,Female,MARCOLLAT,South Australia,Australia,Australia,78
69557,Male,MAXWELTON,Queensland,Australia,Australia,49
69645,Female,MOUNT CLEAR,Victoria,Australia,Australia,28
69707,Female,UMINA BEACH,New South Wales,Australia,Australia,88
69754,Female,MOUNTAIN CREEK,New South Wales,Australia,Australia,61
69812,Female,MARENGO,Victoria,Australia,Australia,40
69954,Female,Riverside,New South Wales,Australia,Australia,66
69959,Male,MOLESWORTH,Victoria,Australia,Australia,46
70130,Female,BALLIDU,Western Australia,Australia,Australia,54
70453,Female,BELLATA,New South Wales,Australia,Australia,53
70544,Male,Woodford,New South Wales,Australia,Australia,39
70584,Male,Dalton,New South Wales,Australia,Australia,25
70598,Female,ALISON,New South Wales,Australia,Australia,55
70912,Female,SEVILLE,Victoria,Australia,Australia,46
71218,Male,Montrose,Queensland,Australia,Australia,76
71220,Male,BOORAN ROAD PO,Victoria,Australia,Australia,24
71282,Female,GIN GIN,Queensland,Australia,Australia,76
71333,Male,HMAS WATSON,New South Wales,Australia,Australia,44
71343,Male,PINK LILY,Queensland,Australia,Australia,43
71511,Male,BAKERS CREEK,New South Wales,Australia,Australia,25
71625,Male,MYRTLE CREEK,Victoria,Australia,Australia,51
71941,Female,GREENETHORPE,New South Wales,Australia,Australia,63
72003,Female,KILBIRNIE,Queensland,Australia,Australia,53
72194,Female,WRATTENS FOREST,Queensland,Australia,Australia,42
72571,Female,YOUNGHUSBAND,South Australia,Australia,Australia,57
72645,Female,BAIRD BAY,South Australia,Australia,Australia,86
72719,Female,COCONUT GROVE,Northern Territory,Australia,Australia,72
72812,Female,BUSSELTON,Western Australia,Australia,Australia,57
72826,Male,COFFEE CAMP,New South Wales,Australia,Australia,28
72959,Male,FLAMINGO BEACH,Victoria,Australia,Australia,49
73070,Male,BEALIBA,Victoria,Australia,Australia,68
73324,Male,MOULDEN,Northern Territory,Australia,Australia,56
73515,Female,GUILDFORD,New South Wales,Australia,Australia,70
73636,Female,COMOBELLA,New South Wales,Australia,Australia,37
73704,Female,Sherwood,New South Wales,Australia,Australia,55
73955,Female,IRONBARK,Queensland,Australia,Australia,86
74071,Female,CLYDE,Victoria,Australia,Australia,41
74210,Female,BLACKBUTT,New South Wales,Australia,Australia,64
74240,Male,NAPPERBY,South Australia,Australia,Australia,34
74581,Female,CLUNES,New South Wales,Australia,Australia,67
74585,Male,BRIGHTLY,Queensland,Australia,Australia,67
74606,Male,Cleveland,New South Wales,Australia,Australia,22
74687,Male,WALKAWAY,Western Australia,Australia,Australia,64
74715,Male,LOWER MANGROVE,New South Wales,Australia,Australia,47
74845,Male,THALOO,Victoria,Australia,Australia,84
74871,Male,KNOXFIELD,Victoria,Australia,Australia,42
75216,Male,PURNONG LANDING,South Australia,Australia,Australia,26
75555,Female,WALKERSTON,Queensland,Australia,Australia,27
75706,Female,BEERON,Queensland,Australia,Australia,75
75712,Male,ARMAGH,South Australia,Australia,Australia,44
75832,Female,SOUTH KINGSVILLE,Victoria,Australia,Australia,37
75965,Male,SPRING BLUFF,Queensland,Australia,Australia,33
75976,Female,PAGES RIVER,New South Wales,Australia,Australia,38
75991,Male,DARLINGTON POINT,New South Wales,Australia,Australia,44
76013,Female,GOULBURN,New South Wales,Australia,Australia,42
76021,Male,MAYFIELD,New South Wales,Australia,Australia,63
76149,Female,GLENVALE,Queensland,Australia,Australia,51
76499,Female,KOSCIUSZKO,New South Wales,Australia,Australia,81
76526,Male,MONOGORILBY,Queensland,Australia,Australia,56
76531,Female,MATONG,New South Wales,Australia,Australia,80
76532,Female,GLENDAMBO,South Australia,Australia,Australia,53
76560,Male,MARYS MOUNT,New South Wales,Australia,Australia,67
76618,Female,MAWSON,Australian Capital Territory,Australia,Australia,59
76714,Male,COBAR,New South Wales,Australia,Australia,65
76891,Male,BAERAMI CREEK,New South Wales,Australia,Australia,47
76979,Female,KURUNJANG,Victoria,Australia,Australia,33
77128,Male,WARUMBUL,New South Wales,Australia,Australia,72
77150,Male,AUBURN VALE,New South Wales,Australia,Australia,53
77290,Female,BOOROOBIN,Queensland,Australia,Australia,76
77303,Male,WOODCROFT,South Australia,Australia,Australia,23
77409,Female,BULL CREEK,Western Australia,Australia,Australia,78
77534,Female,LAKE CATHIE,New South Wales,Australia,Australia,58
77685,Male,PEMBROOKE,New South Wales,Australia,Australia,28
77709,Female,CRANBOURNE SOUTH,Victoria,Australia,Australia,47
77742,Female,KY WEST,Victoria,Australia,Australia,50
77832,Female,NEILREX,New South Wales,Australia,Australia,34
78097,Male,Bangor,New South Wales,Australia,Australia,29
78428,Female,SANDRINGHAM,Victoria,Australia,Australia,36
78578,Male,NICHOLSON,Victoria,Australia,Australia,40
78616,Female,DARLIMURLA,Victoria,Australia,Australia,73
79131,Male,PALMYRA DC,Western Australia,Australia,Australia,71
79191,Female,TORRYBURN,New South Wales,Australia,Australia,39
79245,Female,NEUREA,New South Wales,Australia,Australia,38
79667,Male,HILLSIDE,Victoria,Australia,Australia,56
79808,Female,TUNCURRY,New South Wales,Australia,Australia,66
80029,Male,EAST BOWES,Western Australia,Australia,Australia,38
80128,Female,PORT KEMBLA,New South Wales,Australia,Australia,84
80155,Male,WINNAP,Victoria,Australia,Australia,43
80172,Female,KARRATHA INDUSTRIAL ESTATE,Western Australia,Australia,Australia,28
80273,Female,TINAMBA WEST,Victoria,Australia,Australia,25
80279,Female,COLLIE,Western Australia,Australia,Australia,68
80578,Female,SHEPPARTON SOUTH,Victoria,Australia,Australia,23
80598,Male,GINDORAN,Queensland,Australia,Australia,61
81018,Male,HUON,Victoria,Australia,Australia,72
81173,Female,KINGAHAM,Queensland,Australia,Australia,58
81518,Female,WALLOWAY,South Australia,Australia,Australia,41
81524,Male,CHINAMAN WELLS,South Australia,Australia,Australia,86
81720,Male,WARAMANGA,Australian Capital Territory,Australia,Australia,82
81748,Female,EAST MACKAY,Queensland,Australia,Australia,85
81993,Female,PARK HOLME,South Australia,Australia,Australia,30
82415,Male,WOODHILL,Queensland,Australia,Australia,62
82507,Male,NURRAGI,South Australia,Australia,Australia,72
82533,Female,CAPALABA BC,Queensland,Australia,Australia,28
82644,Male,THE GULF,New South Wales,Australia,Australia,40
82689,Male,YILKARI,Western Australia,Australia,Australia,38
83201,Male,POTTERY ESTATE,New South Wales,Australia,Australia,43
83347,Male,WOMBAT CREEK,New South Wales,Australia,Australia,28
83643,Male,CHATSBURY,New South Wales,Australia,Australia,69
83651,Female,STANHOPE,New South Wales,Australia,Australia,70
83690,Male,BOOLE POOLE,Victoria,Australia,Australia,50
83705,Male,BIRKALLA,Queensland,Australia,Australia,88
83739,Male,CROWTHER,New South Wales,Australia,Australia,66
83840,Female,ALBERTON,Tasmania,Australia,Australia,35
83861,Female,NEWBOROUGH EAST,Victoria,Australia,Australia,30
83985,Male,CANUNDA,South Australia,Australia,Australia,25
84017,Male,TULKA,South Australia,Australia,Australia,85
84085,Male,TINGALPA BC,Queensland,Australia,Australia,51
85080,Female,BUNG BONG,Victoria,Australia,Australia,57
85124,Male,BUNDARRA,New South Wales,Australia,Australia,57
85165,Male,SOUTHTOWN,Queensland,Australia,Australia,55
85207,Male,MOUNT MCDONALD,New South Wales,Australia,Australia,28
85220,Male,KOOJAN,Western Australia,Australia,Australia,39
85265,Female,LOVETT BAY,New South Wales,Australia,Australia,23
85381,Female,TOOLARA FOREST,Queensland,Australia,Australia,45
85430,Male,ELLISTON,South Australia,Australia,Australia,65
85561,Male,ONE TREE,New South Wales,Australia,Australia,33
85597,Male,COOLANA,Queensland,Australia,Australia,22
85609,Female,COCKATOO,Queensland,Australia,Australia,78
85804,Male,CUMBOOGLE,New South Wales,Australia,Australia,42
85861,Female,COOLCHA,South Australia,Australia,Australia,61
85974,Female,NUNGURNER,Victoria,Australia,Australia,53
86036,Male,CRAIGNISH,Queensland,Australia,Australia,75
86126,Male,DUDININ,Western Australia,Australia,Australia,53
86207,Male,MURRAY BRIDGE NORTH,South Australia,Australia,Australia,52
86267,Female,WOODLANDS,New South Wales,Australia,Australia,76
86297,Female,FRAHNS,South Australia,Australia,Australia,87
86358,Female,CAWONGLA,New South Wales,Australia,Australia,81
86465,Female,CARNEGIE,Victoria,Australia,Australia,61
86472,Male,MURRAGAMBA,New South Wales,Australia,Australia,74
86475,Female,YELARBON,Queensland,Australia,Australia,29
86903,Male,LAKE PLAINS,South Australia,Australia,Australia,51
87032,Male,CROSS ROADS,New South Wales,Australia,Australia,56
87210,Female,CAULFIELD,Victoria,Australia,Australia,38
87229,Female,ESKDALE,Queensland,Australia,Australia,73
87277,Female,CORNWALLIS,New South Wales,Australia,Australia,53
87290,Male,KELVIN GROVE,Queensland,Australia,Australia,26
87414,Male,SEMAPHORE,South Australia,Australia,Australia,24
87464,Male,CARLISLE RIVER,Victoria,Australia,Australia,33
87690,Male,Alexandria,New South Wales,Australia,Australia,25
87861,Female,MOUNT COLAH,New South Wales,Australia,Australia,64
87891,Male,TAREN POINT,New South Wales,Australia,Australia,61
87895,Male,FOREST CREEK,Queensland,Australia,Australia,65
88047,Female,MERMAID WATERS,Queensland,Australia,Australia,64
88769,Male,KRAMBACH,New South Wales,Australia,Australia,74
88785,Male,RYDE,New South Wales,Australia,Australia,75
88791,Male,GEELONG WEST,Victoria,Australia,Australia,83
88838,Male,St Peters,New South Wales,Australia,Australia,72
88897,Male,BARWITE,Victoria,Australia,Australia,35
89416,Male,YAGOONYA,Queensland,Australia,Australia,60
89721,Female,APPIN,New South Wales,Australia,Australia,64
89946,Male,MARX HILL,New South Wales,Australia,Australia,32
90037,Female,BASIN POCKET,Queensland,Australia,Australia,53
90066,Male,JERANGLE,New South Wales,Australia,Australia,73
90079,Female,BARMAH,Victoria,Australia,Australia,86
90281,Male,WOODSIDE,Victoria,Australia,Australia,49
90316,Female,MOUNT EMLYN,Queensland,Australia,Australia,85
90388,Male,EXETER,New South Wales,Australia,Australia,28
90630,Female,MUNDRABILLA,Western Australia,Australia,Australia,66
90814,Male,KALYAN,South Australia,Australia,Australia,25
90893,Male,MOORONG,New South Wales,Australia,Australia,31
91218,Female,NEWBRIDGE,New South Wales,Australia,Australia,30
91545,Male,GORMANS HILL,New South Wales,Australia,Australia,22
91756,Male,Damascus,Queensland,Australia,Australia,49
91913,Male,BUNJIL,Western Australia,Australia,Australia,80
91918,Female,ALEXANDRA HILLS,Queensland,Australia,Australia,72
91932,Female,GRACETOWN,Western Australia,Australia,Australia,72
92275,Female,WILLINA,New South Wales,Australia,Australia,41
92311,Male,LOONGANA,Tasmania,Australia,Australia,64
92920,Female,TWEED HEADS SOUTH,New South Wales,Australia,Australia,78
93296,Male,MALINONG,South Australia,Australia,Australia,88
93314,Male,KANIMBLA,Queensland,Australia,Australia,54
93339,Female,KALGAN,Western Australia,Australia,Australia,83
93389,Female,HAMILTON CENTRAL,Queensland,Australia,Australia,71
93644,Female,BRIMBIN,New South Wales,Australia,Australia,61
93765,Male,KOORINGAL,New South Wales,Australia,Australia,73
93788,Female,LOCKHART,New South Wales,Australia,Australia,60
93897,Female,SAFETY BAY,Western Australia,Australia,Australia,48
94445,Male,CADELLO,Victoria,Australia,Australia,77
94455,Female,JUNORTOUN,Victoria,Australia,Australia,39
94554,Female,LOWER MACDONALD,New South Wales,Australia,Australia,39
94758,Female,NORWELL,Queensland,Australia,Australia,73
95043,Male,BUNJURGEN,Queensland,Australia,Australia,75
95275,Female,DAYSDALE,New South Wales,Australia,Australia,63
96201,Male,MORANBAH,Queensland,Australia,Australia,72
96331,Male,BOORCAN,Victoria,Australia,Australia,74
96426,Female,DYSART,Queensland,Australia,Australia,31
96631,Female,LAKE GEORGE,New South Wales,Australia,Australia,64
97219,Female,SWAN BAY,Victoria,Australia,Australia,40
97228,Male,RUNNING STREAM,New South Wales,Australia,Australia,80
97611,Male,MERLYNSTON,Victoria,Australia,Australia,56
98002,Female,MARCHAGEE,Western Australia,Australia,Australia,38
98185,Female,BACK PLAINS,Queensland,Australia,Australia,27
98220,Male,RAMSGATE BEACH,New South Wales,Australia,Australia,80
98337,Female,MORIAC,Victoria,Australia,Australia,65
98396,Female,GLENBURN,Victoria,Australia,Australia,43
98583,Female,LAKE TOOLBRUNUP,Western Australia,Australia,Australia,59
98584,Female,WONUARRA,South Australia,Australia,Australia,39
99189,Female,GATTON COLLEGE,Queensland,Australia,Australia,58
99344,Male,BELLIMBOPINNI,New South Wales,Australia,Australia,25
99711,Male,THE SHADES,New South Wales,Australia,Australia,82
99810,Male,KINGSTON,Victoria,Australia,Australia,84
99856,Male,FULHAM GARDENS,South Australia,Australia,Australia,55
99988,Male,GLENLEE,Victoria,Australia,Australia,61
100040,Female,STAVELY,Victoria,Australia,Australia,82
100092,Female,GLENISLA,Victoria,Australia,Australia,32
100361,Male,CHINANGIN,Victoria,Australia,Australia,79
100386,Male,MOUNT MOLLOY,Queensland,Australia,Australia,78
101064,Female,HYANDRA,New South Wales,Australia,Australia,69
101100,Male,WOONGARRAH,New South Wales,Australia,Australia,34
101173,Female,EDITHBURGH,South Australia,Australia,Australia,64
102224,Female,Warren,South Australia,Australia,Australia,50
102466,Female,GARIE,New South Wales,Australia,Australia,41
102503,Male,BORALLON,Queensland,Australia,Australia,71
102603,Female,KOOROONA,South Australia,Australia,Australia,36
102774,Female,BUXTON,Victoria,Australia,Australia,75
102817,Female,TRIABUNNA,Tasmania,Australia,Australia,51
102999,Male,BLIGH PARK,New South Wales,Australia,Australia,35
103176,Female,WOODENBONG,New South Wales,Australia,Australia,24
103223,Male,SCOTLAND ISLAND,New South Wales,Australia,Australia,73
103427,Female,DRY PLAIN,New South Wales,Australia,Australia,52
104168,Female,WURRUK,Victoria,Australia,Australia,47
104218,Male,BORAMBIL,New South Wales,Australia,Australia,71
104233,Male,MOONEY MOONEY,New South Wales,Australia,Australia,80
104247,Female,HOPEVALE,Victoria,Australia,Australia,23
104331,Female,CAVAN,South Australia,Australia,Australia,75
104456,Male,TAMBAROORA,New South Wales,Australia,Australia,78
104553,Male,SEAFORD MEADOWS,South Australia,Australia,Australia,72
104748,Female,VIRGINIA DC,Queensland,Australia,Australia,86
104794,Male,BELFRAYDEN,New South Wales,Australia,Australia,85
105107,Female,LARRIMAH,Northern Territory,Australia,Australia,48
105126,Male,YABBA SOUTH,Victoria,Australia,Australia,31
105190,Female,PACIFIC HEIGHTS,Queensland,Australia,Australia,62
105208,Female,LONGWOOD,South Australia,Australia,Australia,48
105274,Female,GLENGARRY,Victoria,Australia,Australia,50
105417,Male,WEIPA,Queensland,Australia,Australia,43
105551,Male,BARRATTA,Queensland,Australia,Australia,74
105595,Female,TANJA,New South Wales,Australia,Australia,80
105647,Female,REDWOOD,Queensland,Australia,Australia,53
105856,Female,TUGRAH,Tasmania,Australia,Australia,47
106011,Male,BATHUMI,Victoria,Australia,Australia,63
106039,Female,CHILLINGOLLAH,Victoria,Australia,Australia,63
106226,Female,BURWOOD HEIGHTS,New South Wales,Australia,Australia,39
106598,Female,ENMORE,New South Wales,Australia,Australia,72
106880,Female,BLACKBUTT,New South Wales,Australia,Australia,81
106959,Male,DUNKELD,Queensland,Australia,Australia,72
106983,Male,VILLENEUVE,Queensland,Australia,Australia,75
107299,Female,AUSTINMER,New South Wales,Australia,Australia,82
107606,Female,ANNIEBROOK,Western Australia,Australia,Australia,79
107777,Female,THORPDALE,Victoria,Australia,Australia,80
107969,Male,BAY VILLAGE,New South Wales,Australia,Australia,45
108022,Male,DINNER PLAIN,Victoria,Australia,Australia,43
108311,Male,BERRINGAMA,Victoria,Australia,Australia,60
108819,Female,BERREMANGRA,New South Wales,Australia,Australia,43
109051,Female,TAYENE,Tasmania,Australia,Australia,22
109148,Male,BULLER,Western Australia,Australia,Australia,84
109206,Male,STRATHERNE,Western Australia,Australia,Australia,53
109212,Female,WESTGROVE,Queensland,Australia,Australia,87
109281,Female,BANGALEE,New South Wales,Australia,Australia,43
109522,Male,AVONDALE,New South Wales,Australia,Australia,37
109580,Male,SOUTH BROKEN HILL,New South Wales,Australia,Australia,77
109628,Female,POMBORNEIT EAST,Victoria,Australia,Australia,24
109977,Male,BENDIGO FORWARD,Victoria,Australia,Australia,76
110362,Male,JILPANGER,Victoria,Australia,Australia,72
110499,Female,MIVA,Queensland,Australia,Australia,29
110988,Male,BENGWORDEN,Victoria,Australia,Australia,79
111025,Male,MONTEITH,South Australia,Australia,Australia,63
111207,Male,WEE WEE RUP,Victoria,Australia,Australia,66
111334,Male,GOULDS COUNTRY,Tasmania,Australia,Australia,42
